Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
E2,03/09/16,Bolton,Southend,1,1,D,0,1,A,S Stockbridge,23,3,4,1,9,9,11,2,1,1,0,0,1.73,3.8,5.5,1.65,3.4,5,1.65,3.5,4.6,1.73,3.6,5,1.72,3.88,5.33,1.73,3.5,5,1.75,3.8,4.8,52,1.75,1.7,3.88,3.62,5.5,4.87,42,1.99,1.91,1.92,1.85,27,-0.75,2.01,1.93,1.96,1.89,1.58,4.16,6.53
E2,03/09/16,Bury,Port Vale,4,1,H,3,0,H,R Joyce,24,9,9,4,10,13,1,4,2,3,0,0,2.3,3.5,3.3,2.15,3.1,3.2,2.15,3.15,3.05,2.25,3.2,3.3,2.3,3.36,3.42,2.25,3.3,3.2,2.25,3.5,3.25,52,2.33,2.23,3.5,3.25,3.42,3.16,43,2.2,2.05,1.79,1.73,27,-0.25,2,1.94,1.95,1.89,2.29,3.35,3.45
E2,03/09/16,Fleetwood Town,Coventry,2,0,H,0,0,D,M Haywood,10,10,6,5,8,6,2,14,0,1,0,0,2.2,3.4,3.6,2.15,3.2,3.1,2.1,3.1,3.2,2.15,3.25,3.4,2.22,3.39,3.56,2.2,3.3,3.3,2.2,3.4,3.4,53,2.24,2.16,3.4,3.26,3.6,3.31,37,2.2,2.11,1.75,1.67,28,-0.25,1.93,1.86,2.02,1.95,2.24,3.45,3.47
E2,03/09/16,Millwall,Bradford,1,1,D,0,1,A,C Breakspear,12,7,4,2,15,13,7,6,3,2,0,0,2.2,3.4,3.6,1.95,3.2,3.6,2.05,3.1,3.3,2.15,3.25,3.4,2.19,3.41,3.62,2.2,3.2,3.4,2.2,3.4,3.4,52,2.2,2.13,3.41,3.23,3.65,3.42,36,2.2,2.13,1.74,1.66,25,-0.5,2.22,2.14,1.77,1.72,2.23,3.37,3.51
E2,03/09/16,Oldham,Shrewsbury,2,3,A,1,1,D,A Haines,14,10,5,9,11,9,7,6,1,1,1,0,2.3,3.4,3.4,2.35,3.1,2.85,2.2,3.05,3,2.3,3.3,3,2.4,3.39,3.19,2.25,3.3,3.2,2.3,3.4,3.2,53,2.4,2.29,3.4,3.21,3.4,3.1,42,2.19,2.08,1.77,1.7,28,-0.25,2.07,1.99,1.9,1.83,2.35,3.3,3.39
E2,03/09/16,Oxford,Rochdale,1,0,H,0,0,D,B Malone,12,13,6,2,12,13,4,5,2,1,0,0,2.3,3.4,3.4,2.15,3.1,3.2,2.2,3.1,3,2.3,3.2,3.2,2.36,3.33,3.32,2.3,3.3,3.1,2.3,3.5,3.13,53,2.36,2.25,3.5,3.24,3.5,3.15,44,2.07,1.99,1.85,1.78,28,-0.25,2.03,1.95,1.95,1.86,2.36,3.42,3.23
E2,03/09/16,Peterboro,Swindon,2,2,D,1,0,H,T Robinson,10,9,6,2,10,11,3,9,1,1,0,0,1.85,3.6,4.75,1.78,3.4,4.1,1.75,3.5,3.9,1.85,3.75,4.5,1.87,3.84,4.34,1.83,3.4,4.5,1.87,3.8,4.1,53,1.87,1.82,3.84,3.61,4.75,4.15,38,1.74,1.67,2.2,2.12,28,-0.5,1.87,1.82,2.07,1.99,1.72,4.18,4.85
E2,04/09/16,Gillingham,Sheffield United,1,2,A,1,0,H,D Handley,10,15,5,6,12,14,1,5,2,2,0,0,2.45,3.4,3.1,2.45,3.1,2.7,2.3,3.15,2.85,2.3,3.3,3,2.46,3.41,3.07,2.5,3.2,2.9,2.3,3.4,3.1,53,2.5,2.38,3.42,3.27,3.1,2.92,39,2.05,1.95,1.93,1.83,23,-0.25,2.08,2.01,1.93,1.82,2.56,3.3,3.01
E2,04/09/16,Northampton,Milton Keynes Dons,3,2,H,3,1,H,D Webb,7,6,6,4,12,11,2,4,1,2,0,0,2.4,3.5,3.1,2.35,3.1,2.85,2.25,3.1,2.9,2.3,3.3,3.1,2.36,3.44,3.21,2.3,3.3,3.1,2.25,3.5,3.1,52,2.55,2.33,3.5,3.25,3.21,2.98,36,2.09,2,1.82,1.75,23,-0.25,2.06,1.98,1.91,1.84,2.98,3.31,2.58
E2,10/09/16,AFC Wimbledon,Sheffield United,2,3,A,1,2,A,G Salisbury,11,13,5,5,6,18,2,9,1,1,0,0,3,3.4,2.5,2.6,3.2,2.5,2.75,3.15,2.35,2.75,3.3,2.5,2.81,3.5,2.61,2.75,3.2,2.6,2.8,3.5,2.5,55,3,2.77,3.5,3.29,2.61,2.47,44,2.17,2.02,1.82,1.74,28,0.25,1.76,1.71,2.24,2.14,3.11,3.39,2.45
E2,10/09/16,Bolton,Milton Keynes Dons,1,1,D,1,0,H,P Bankes,10,12,5,5,17,6,7,6,3,4,0,0,2.1,3.5,3.8,2.05,3.2,3.3,1.95,3.2,3.45,2,3.4,3.6,2.09,3.54,3.78,2.1,3.3,3.6,2.1,3.4,3.7,55,2.1,2.04,3.54,3.35,3.8,3.55,39,2,1.93,1.9,1.81,29,-0.5,2.09,2.02,1.87,1.8,2.1,3.51,3.8
E2,10/09/16,Bristol Rvs,Rochdale,2,2,D,1,2,A,R Joyce,10,7,4,6,12,14,7,1,2,3,0,1,2.6,3.4,2.9,2.35,3.2,2.8,2.4,3.15,2.65,2.5,3.3,2.75,2.59,3.46,2.85,2.62,3.1,2.8,2.6,3.4,2.75,55,2.62,2.49,3.46,3.27,2.9,2.76,44,2.03,1.92,1.92,1.83,30,-0.25,2.25,2.16,1.74,1.7,2.3,3.38,3.4
E2,10/09/16,Bury,Shrewsbury,2,1,H,0,0,D,M Haywood,20,13,7,5,9,13,6,5,1,3,1,1,2,3.5,4.2,2,3.3,3.4,1.9,3.3,3.55,2,3.5,2.6,2.04,3.59,3.89,2.05,3.3,3.75,2,3.5,3.9,55,2.05,1.98,3.59,3.4,4.2,3.69,44,1.97,1.89,1.95,1.86,26,-0.5,2.04,1.96,1.91,1.83,2.09,3.44,3.9
E2,10/09/16,Fleetwood Town,Charlton,2,2,D,2,1,H,D Handley,14,14,6,6,7,14,3,8,0,1,0,0,2.9,3.3,2.63,2.6,3.2,2.5,2.65,3.1,2.45,2.75,3.1,2.62,2.91,3.28,2.66,2.8,3.1,2.6,2.75,3.4,2.63,52,2.91,2.71,3.4,3.2,2.75,2.58,43,2.13,2.02,1.82,1.75,28,0,2.02,1.95,1.93,1.86,2.56,3.28,3.04
E2,10/09/16,Gillingham,Bradford,1,1,D,1,1,D,G Scott,6,8,3,3,12,9,5,4,1,1,1,0,2.88,3.4,2.63,2.45,3.25,2.6,2.65,3.1,2.45,2.8,3.1,2.62,2.87,3.25,2.71,2.8,3.1,2.6,2.8,3.4,2.55,55,2.88,2.72,3.4,3.18,2.71,2.58,44,2.16,2.02,1.81,1.75,28,0,2.05,1.96,1.91,1.85,3.33,3.23,2.41
E2,10/09/16,Millwall,Coventry,1,1,D,0,1,A,A Davies,11,8,3,3,7,9,6,5,1,1,0,0,1.65,4,6,1.55,3.7,5.5,1.55,3.7,5,1.65,3.8,5.25,1.68,3.99,5.57,1.62,3.6,6,1.65,4,5.5,54,1.68,1.61,4,3.78,6,5.37,44,1.9,1.81,2.04,1.94,29,-0.75,1.88,1.81,2.1,2.01,1.65,3.98,5.97
E2,10/09/16,Northampton,Walsall,2,0,H,1,0,H,G Ward,10,7,7,2,9,9,7,5,2,2,0,0,2.2,3.5,3.5,2.15,3.2,3.1,2.1,3.15,3.15,2.2,3.3,3.2,2.28,3.52,3.31,2.2,3.2,3.4,2.25,3.5,3.25,55,2.29,2.18,3.52,3.32,3.5,3.23,38,2.04,1.96,1.91,1.78,30,-0.25,1.98,1.9,1.96,1.91,2.18,3.44,3.63
E2,10/09/16,Oldham,Chesterfield,0,0,D,0,0,D,M Heywood,15,16,5,6,12,12,10,6,3,3,0,0,2.63,3.4,2.88,2.5,3,2.75,2.45,3.1,2.65,2.5,3.3,2.8,2.6,3.42,2.87,2.62,3.1,2.75,2.55,3.3,2.9,55,2.63,2.5,3.42,3.23,2.9,2.77,45,2.05,1.96,1.88,1.79,28,0,1.87,1.8,2.11,2.01,2.57,3.38,2.93
E2,10/09/16,Oxford,Swindon,2,0,H,1,0,H,S Attwell,16,10,8,3,17,11,6,2,3,2,0,2,1.95,3.6,4.2,1.78,3.5,4,1.8,3.4,3.85,1.91,3.5,3.8,1.96,3.66,4.12,1.91,3.3,4.2,1.93,3.75,3.9,54,1.96,1.89,3.75,3.51,4.33,3.93,45,1.93,1.85,1.98,1.91,28,-0.5,1.97,1.9,1.97,1.91,2.02,3.69,3.87
E2,10/09/16,Peterboro,Port Vale,2,2,D,1,1,D,G Horwood,13,7,5,4,20,19,6,3,3,3,1,0,1.91,3.75,4.2,1.83,3.5,3.8,1.75,3.55,3.8,1.85,3.6,4,1.87,3.87,4.3,1.8,3.5,4.5,1.87,3.8,4.1,55,1.91,1.82,3.87,3.61,4.5,4.08,39,1.73,1.68,2.22,2.11,29,-0.5,1.87,1.83,2.05,1.98,1.85,3.92,4.37
E2,10/09/16,Scunthorpe,Southend,4,0,H,2,0,H,J Brooks,15,10,6,3,15,11,4,6,2,3,0,0,1.67,4.2,5.25,1.62,3.7,4.6,1.6,3.6,4.8,1.62,3.8,5.5,1.65,4.04,5.85,1.65,3.75,4.6,1.65,4.1,5.25,54,1.69,1.63,4.2,3.78,5.85,5.18,44,1.91,1.83,2.04,1.93,30,-0.75,1.87,1.81,2.08,2,1.72,3.97,5.22
